minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6037994941296065,31.556229560404145,14.247461674191653,33.690663214713915,8.162352923904775,17.397835599983598,13.293430352694593,27.5946815515922
0,Marvin the Martian,0.6003955378955129,31.099253666099266,13.83443488361614,29.850942796897073,7.52171006685956,25.82922539357016,11.127022549543284,17.21643503335638
0,Road Runner,0.6128198852887055,23.66157916639098,13.965229320717846,38.26477215718653,6.721815602646059,24.98885502763505,10.607260298142457,22.15957318531562
0,Foghorn Leghorn,0.6111304484979425,27.530811071163832,14.591909450481795,32.15884535552619,6.463586397158988,22.84847741552963,15.548104318617522,26.68695440333875
0,Bugs Bunny,0.6432986488723497,30.74195890573362,16.08148214825431,33.95303169100636,6.483486942596075,21.320479343589497,14.703668562954425,28.85053913931016
0,Elmer Fudd,0.6280334679573035,31.120862134529766,16.480488598832192,38.92711843495718,4.434927772050728,23.368560217281324,13.108324338410155,27.80710734826842
0,Lola Bunny,0.6347430811162186,31.913293658916245,13.673786628900812,37.08012483957427,4.69347728072727,21.169678286199954,13.03917286122242,29.922950189421176
0,Porky Pig,0.6103176921582277,33.5865286102901,15.47493522668911,36.52289224231184,7.008949569155799,11.66926298502942,16.091444263284018,36.90147220655042
0,Tasmanian Devil,0.6259922635139138,30.65935730620354,15.426857558378938,37.27561199699589,2.457328941193046,16.41536097424344,8.627176490713275,25.825566824813148
0,Gossamer,0.6227823871099192,30.08762091546168,14.267514520927328,34.562669916689735,6.089879587953199,16.630228733336715,12.249021323264325,28.588617495805725
0,Granny,0.6061942027212271,27.542131442971137,13.707309813361274,33.13183992706126,6.875358650120952,20.91684937148548,15.766730044626634,28.878356986201187
0,Wile E. Coyote,0.6090102592896859,33.6862225010501,14.742058083074504,32.44634552274032,7.703454430267088,21.912268377329248,13.991661725023818,25.368490929058442
0,Tweety,0.6116235773494003,25.74530755964834,13.361884771475324,36.44771819791753,5.5937520302240085,25.227563607106106,11.270177294099401,22.599034441721347
0,Penelope,0.6031543851804664,28.862487036308814,14.393047980443967,30.044714642371652,8.254342362063936,18.332006278472843,10.548424969721548,20.61603321735495
0,Daffy Duck,0.630206015595036,27.465693980165803,14.086961465292882,34.313308018707886,7.522477175833802,21.280780053047366,15.601494925608657,30.117694803758116
12,Sylvester,0.6231236629427267,28.43689149911685,14.518451245930097,36.91595848931514,7.560012682033771,20.867482361539004,11.887141184938123,26.219601517494734
